Exercice;Libellé Etablissement;SG1;Libellé destination de rang 1;Code destination rang 2;Libellé destination de rang 2;Code destination rang 3;Libellé destination de rang 3;Libellé enveloppe;AE ouvertes;CP ouverts;EJ validés;Décaissements CP
2021;ARS Guyane;DG;Masse Salariale s pl;BP1-2-PRIM;Primes;;;Personnel;883373.22;883373.22;773021.44;773021.44
2021;ARS Guyane;DG;Masse Salariale s pl;BP1-3-IMPO;Impôts, taxes, cotis;;;Personnel;876037.03;876037.03;876037.03;876037.03
2021;ARS Guyane;DG;Masse Salariale s pl;BP1-4-CAS;CAS pensions;;;Personnel;1360332.0;1360332.0;997112.91;997112.91
2021;ARS Guyane;DG;MS hors FIR;BP8-1-AGIR;AGIRR PATHOS;;;Intervention;49600.0;49600.0;0.0;0.0
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-1-APPL;Applicatifs et logic;;;Fonctionnement;2764.07;16715.07;2764.07;11129.65
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-1-APPL;Applicatifs et logic;;;Investissement;18900.0;7500.0;30756.94;27156.94
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-2-BURE;Bureautique;;;Fonctionnement;20890.09;19298.39;14445.09;14673.54
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-2-BURE;Bureautique;;;Investissement;33626.0;48767.28;29542.58;46732.4
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-3-INFR;Infrastruct, réseaux;;;Fonctionnement;119.0;2324.2;119.0;6324.2
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-3-INFR;Infrastruct, réseaux;;;Investissement;23408.0;24805.0;12801.34;440.0
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-4-TELE;Téléphonie;;;Fonctionnement;98382.14;95041.64;91961.64;90862.63
2021;ARS Guyane;DG;réseaux, téléc,infor;BP6-4-TELE;Téléphonie;;;Investissement;9000.0;9000.0;0.0;0.0
2021;ARS Guyane;DG;SP hors FIR;BP7-8-COV;COVID19;;;Fonctionnement;52715.34;52715.34;52715.34;44421.0
2021;ARS Guyane;FIR;BA DEMOC SANITAIRE;MI5-2;Autre MI5 Démocratie;;;Fonctionnement;57866.0;72416.58;52476.0;60876.0
2021;ARS Guyane;FIR;BA DEMOC SANITAIRE;MI5-2;Autre MI5 Démocratie;;;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI1-5;Actions ms hors cg;MI1-5-3;Prévention handicaps;Intervention;355233.26;355233.26;320000.0;320000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-11;Accompagn. aidants;Intervention;10000.0;10000.0;10000.0;10000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-14;Habitat inclusif PH;Intervention;274000.0;291350.07;274000.0;274000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-15;SI décisions CDAPH;Intervention;5000.0;5000.0;5000.0;5000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-16;Emploi accompagné PH;Intervention;253524.0;253524.0;253524.0;253524.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-17;Forfait héberg temp;Intervention;17181.0;17181.0;17181.0;17181.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-18;SSIAD renforcés;Intervention;120000.0;120000.0;120000.0;120000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-2;PAERPA (protégé);Intervention;0.0;74.0;0.0;0.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-4;action qualité sécur;MI2-4-6;GEM;Intervention;261368.0;261368.0;261368.0;261368.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-9;Autres Mi2 (med-soc);;;Fonctionnement;0.0;284.0;0.0;0.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI2-9;Autres Mi2 (med-soc);;;Intervention;338500.0;338500.0;338500.0;338500.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI4-10;Autre;MI4-10-1;Aide en trésorerie;Intervention;2000000.0;2000000.0;2000000.0;2000000.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI4-7;Efficience struct MS;MI4-7-1;Efficience str MS;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA MEDICO-SOCIAL;MI4-7;Efficience struct MS;MI4-7-2;Amélior cond trav MS;Intervention;60000.0;60000.0;60000.0;60000.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-1;Actions pilotage SP;Fonctionnement;9706.92;117917.66;9706.92;9706.92
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-2;Actions soutien, CLS;Intervention;29500.0;29500.0;29500.0;29500.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-4;Evaluation expertise;Fonctionnement;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-4;Evaluation expertise;Intervention;177824.44;177824.44;177824.44;177824.44
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-5;Pôles régionaux PRC;Intervention;886053.0;636220.0;886053.0;636220.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-1;Actions pilot région;MI1-1-6;CLS;Intervention;348020.0;348020.0;348020.0;348020.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-12;Promo santé mentale;Fonctionnement;32170.0;32170.0;32170.0;15929.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-12;Promo santé mentale;Intervention;245990.06;245990.06;245990.06;245990.06
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-14;Promotion nutrition;Fonctionnement;0.0;100.0;0.0;0.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-14;Promotion nutrition;Intervention;11060.0;11060.0;11060.0;11060.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-15;Lutte obésité;Intervention;200360.0;200360.0;200360.0;200360.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-17;Prév risques eaux;Fonctionnement;74534.01;109866.24;92327.93;90154.93
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-17;Prév risques eaux;Intervention;175352.0;175352.0;175352.0;175352.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-19;Prév risq exterieur;Fonctionnement;18076.56;50289.31;18076.56;18076.56
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-19;Prév risq exterieur;Intervention;20000.0;20000.0;20000.0;20000.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-2;Educ thérapeutique;Intervention;583972.89;632571.0;583972.89;583972.89
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-21;Promo santé populat;Intervention;1215931.0;1215931.0;1215931.0;1215931.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-22;Périnat pt enfance;Intervention;72210.0;72210.0;72210.0;72210.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-23;Lutte traumatismes;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-27;Centr rég depis néo;Intervention;211060.5;211065.5;211060.5;211060.5
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-28;Préven enf ado jeune;Fonctionnement;17163.6;20735.62;17881.6;24924.3
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-28;Préven enf ado jeune;Intervention;644972.0;594158.0;644972.0;594158.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-29;Addictions (hrs fd);Intervention;87500.0;87500.0;87500.0;87500.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-3;Vaccinations;Intervention;2578564.0;2578564.0;2578564.0;2578564.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-30;Addictions (fonds);Fonctionnement;0.0;0.0;0.0;23270.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-30;Addictions (fonds);Intervention;523625.0;523625.0;523625.0;523625.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-34;Soutien mission PMI;Intervention;160282.0;160282.0;160282.0;160282.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-35;Prév antibioresist;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-36;Accomp vie intime PH;Intervention;50400.0;50400.0;50400.0;50400.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-37;Act éduc sexualité;Intervention;17000.0;17000.0;17000.0;17000.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-4;Vaccinations autres;Fonctionnement;0.0;410.0;0.0;0.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-4;Vaccinations autres;Intervention;284000.0;284000.0;284000.0;284000.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-6;Dispositif de LAV;Fonctionnement;43090.2;59601.38;43498.2;43498.2
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-6;Dispositif de LAV;Intervention;1208958.0;1208958.0;1208958.0;1208958.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-2;Promo Educ santé;MI1-2-9;Cancers structures;Intervention;282379.0;282379.0;282379.0;282379.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-1;COREVIH;Intervention;1062983.0;1062983.0;1062983.0;1062983.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-3;SIDA IST hépatites;Fonctionnement;68700.23;68700.23;79152.23;72972.23
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-3;SIDA IST hépatites;Intervention;747500.0;752945.0;747500.0;640000.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-4;Tuberculose;Intervention;1057610.0;1057610.0;1057610.0;1057610.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-5;Tuberculose autres;Intervention;183414.0;183414.0;183414.0;183414.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-3;Dépist malad transmi;MI1-3-7;CeGIDD;Intervention;3405997.0;3405997.0;3405997.0;3405997.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-8;COVID19;;;Fonctionnement;527933.17;451374.36;416491.89;520711.7
2021;ARS Guyane;FIR;BA PREVENTION;MI1-8;COVID19;;;Intervention;1025105.0;1025105.0;1025105.0;1025105.0
2021;ARS Guyane;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-1;Dispositif TAP;Fonctionnement;830825.24;830825.24;862852.41;776426.88
2021;ARS Guyane;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-1;Dispositif TAP;Intervention;67776.97;67776.97;67776.97;67776.97
2021;ARS Guyane;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-2;Vaccination;Fonctionnement;336834.23;336834.23;278697.51;267703.54
2021;ARS Guyane;FIR;BA PREVENTION;MI1-9;COVID19 - Dép.Spécif;MI1-9-2;Vaccination;Intervention;3369549.3;3572502.3;3369549.3;3369549.3
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-1;Télémédecine;Intervention;362824.0;389837.4;362824.0;389837.4
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-11;Services numériques;Intervention;0.0;35106.46;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-14;Parcours cancer;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-15;Proj t santé mentale;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-16;Ségur-Equipes soins;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-1;Dév parcours coordon;MI2-1-2;Téléméd expér actes;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-1;Dis rég cancérologie;Intervention;164462.0;164462.0;164462.0;164462.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-2;Dis rég périnatal;Intervention;424563.0;424563.0;424563.0;424563.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-2;Réseaux de santé;MI2-2-3;Autres réseaux santé;Intervention;429361.5;429361.5;429361.5;318271.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-1;Structures pc ados;Intervention;674115.63;674115.63;674115.63;674115.63
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-10;Actions coopér inter;Fonctionnement;401.6;66283.32;5736.6;5736.6
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-11;Médecin corresp SAMU;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-12;Carences ambulanc;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-18;PNSP simul en santé;Intervention;;0.0;;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-2;Equipes soins pallia;Intervention;349851.13;349851.13;349851.13;349851.13
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-27;Soutien transports;Intervention;218979.0;218979.0;218979.0;218979.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-28;Aide finan transport;Intervention;0.0;;0.0;
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-4;Equipe liaison addic;Intervention;383333.37;383333.37;383333.37;383333.37
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-5;Pratique soin cancer;Intervention;25819.6;25819.6;25819.6;25819.6
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-7;Psychologues et as;Intervention;137382.2;137382.2;137382.2;137382.2
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-3;action qualité secur;MI2-3-8;Equipes gériatrie;Intervention;155000.0;155000.0;155000.0;155000.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-1;Disp appui complexe;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-3;DAC MAIA;Intervention;676511.0;676511.0;676511.0;676511.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-7;Dispositifs d'appui;MI2-7-5;DAC - santé pluri th;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-8;Autres Mi2 (sanit);;;Fonctionnement;0.0;28400.0;0.0;24800.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI2-8;Autres Mi2 (sanit);;;Intervention;331700.0;331700.0;331700.0;331700.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-1;Astreintes en ville;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-2;Particip finan régul;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-1;Rému forfaitaire pds;MI3-1-4;Financ expérim PDSA;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-2;Actions maison médic;;;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-3;Permanence des soins;MI3-3-3;Perma soins public;Intervention;1371337.89;1371337.89;1371337.89;1371337.89
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-10;Infirmiers pratiq av;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-3;Exer regroup maisons;Intervention;84756.27;84756.27;84756.27;84756.27
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-4;Actions répart géogr;MI3-4-8;PTMR;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-5;Autres MI3 Sanitaire;;;Intervention;76000.0;76000.0;76000.0;76000.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI3-6;Ségur - ouvert. lits;;;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-1;Frais conseil pilota;Fonctionnement;326987.5;326987.5;282937.5;89818.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-1;Frais conseil pilota;Intervention;20000.0;20000.0;20000.0;20000.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-5;Programme PHARE;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-1;Frais conseil pilota;MI4-1-8;Autres projets perfo;Intervention;2113909.0;2113909.0;2113909.0;2113909.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-11;Ségur num - pilotage;Intervention;0.0;0.0;0.0;0.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-5;Aides à la contractu;Intervention;542005.87;542005.87;542005.87;542005.87
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-6;Maintien activ défic;Intervention;2937864.15;2937864.15;2937864.15;2937864.15
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-7;Amélior de l'offre;Intervention;115769.6;115769.6;115769.6;115769.6
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-2;Opérations modernisa;MI4-2-8;Aides à l'investiss;Intervention;1301730.91;1301730.91;1301730.91;1301730.91
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-3;Actions mutualisat;;;Intervention;1319267.0;1319267.0;1319267.0;1319267.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-5;Actions efficience;MI4-5-2;GPMC formation;Intervention;210782.0;210782.0;210782.0;210782.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-1;Autres dispositif rh;Fonctionnement;17500.0;17500.0;7955.0;7955.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-6;Aides individuelles;MI4-6-1;Autres dispositif rh;Intervention;825982.0;825982.0;825982.0;825982.0
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-8;Autres MI4 Sanitaire;;;Fonctionnement;52283.17;119463.17;52283.17;48208.17
2021;ARS Guyane;FIR;BA SANITAIRE;MI4-8;Autres MI4 Sanitaire;;;Intervention;2344500.0;2344500.0;2344500.0;2344500.0
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-1-COMI;Contribution du CA;;;Personnel;354212.0;354212.0;354211.95;354211.95
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-2-OBLI;Contrib obligatoires;;;Personnel;285843.0;285625.0;281414.84;281414.84
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-3-FORM;Formation personnel;;;Fonctionnement;201500.0;198500.0;148631.09;150975.69
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-3-FORM;Formation personnel;;;Personnel;85556.0;85556.0;85556.0;85556.0
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-4-DEPL;Frais de déplacement;;;Fonctionnement;108000.0;198000.0;99012.52;91181.47
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-5-AUTR;Autr dépenses MS aut;;;Fonctionnement;37938.0;52825.0;27355.28;45426.52
2021;ARS Hauts de France;DG;Autres dépenses pers;BP3-5-AUTR;Autr dépenses MS aut;;;Personnel;170355.0;170573.0;165095.75;165095.75
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-1-GRAT;Gratif stagiaires;;;Fonctionnement;28811.0;29000.0;28692.3;28173.6
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-21-IS;Injonctions de soins;;;Fonctionnement;114250.0;107940.0;107940.0;107940.0
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-21-IS;Injonctions de soins;;;Personnel;229694.0;229694.0;223477.45;223477.45
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-22-VAC;Vacations;;;Personnel;217545.0;217545.0;208845.6;208845.6
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-2-INJO;Injonctions thérapeu;;;Fonctionnement;8939.0;6996.0;6996.0;6996.0
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-3-APPR;Apprentis;;;Personnel;50000.0;50000.0;49729.28;49729.28
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-5-MAD;Personnel mis à disp;;;Fonctionnement;275973.0;241667.0;274270.46;241666.1
2021;ARS Hauts de France;DG;Dépense perso h pl;BP2-6-AUTR;Autr dépenses MS hpl;;;Fonctionnement;4010.0;4000.0;4002.2;4002.2
2021;ARS Hauts de France;DG;Frais de structure;BP4-1-CONS;Conseil assistance;;;Fonctionnement;56638.0;332314.0;36344.07;287878.37
2021;ARS Hauts de France;DG;Frais de structure;BP4-2-FONC;Fonctionnem courant;;;Fonctionnement;409812.0;402490.0;398047.19;391950.2
2021;ARS Hauts de France;DG;Frais de structure;BP4-2-FONC;Fonctionnem courant;;;Investissement;33500.0;25000.0;27058.68;8320.37
2021;ARS Hauts de France;DG;Frais de structure;BP4-3-INST;Dépenses institution;;;Fonctionnement;76103.0;64015.0;54178.98;52728.5
2021;ARS Hauts de France;DG;Frais de structure;BP4-4-COMM;Communication, Docum;;;Fonctionnement;98798.0;120788.0;93678.25;100765.33
2021;ARS Hauts de France;DG;Frais de structure;BP4-5-VEHI;Véhicules;;;Fonctionnement;132000.0;149100.0;102265.86;104609.93
2021;ARS Hauts de France;DG;Frais de structure;BP4-5-VEHI;Véhicules;;;Investissement;53500.0;0.0;53416.02;0.0
2021;ARS Hauts de France;DG;Frais de structure;BP4-6-CTTX;Contentieux;;;Fonctionnement;208.0;208.0;0.0;0.0
2021;ARS Hauts de France;DG;Frais de structure;BP4-7-AUTR;Autr dépenses Struct;;;Fonctionnement;54942.0;73462.0;54597.59;54491.59
2021;ARS Hauts de France;DG;Immobilier;BP5-1-LOCA;Locations, charges;;;Fonctionnement;1124750.0;3848870.0;1069020.01;3809424.37
2021;ARS Hauts de France;DG;Immobilier;BP5-2-TRAV;Travaux, déménagemen;;;Fonctionnement;8700.0;45000.0;7087.08;5536.09
2021;ARS Hauts de France;DG;Immobilier;BP5-2-TRAV;Travaux, déménagemen;;;Investissement;127424.0;20000.0;117289.05;12855.8
2021;ARS Hauts de France;DG;Immobilier;BP5-3-AUTR;Autres dépenses immo;;;Fonctionnement;917000.0;554500.0;905895.53;544188.9
2021;ARS Hauts de France;DG;Immobilier;BP5-3-AUTR;Autres dépenses immo;;;Investissement;7500.0;2000.0;1969.8;1969.8
2021;ARS Hauts de France;DG;Masse Salariale s pl;BP1-1-REMU;Rému principale;;;Personnel;24295087.0;24295087.0;24091471.5;24091471.5
2021;ARS Hauts de France;DG;Masse Salariale s pl;BP1-2-PRIM;Primes;;;Personnel;5904849.0;5904849.0;5790503.74;5790503.74
2021;ARS Hauts de France;DG;Masse Salariale s pl;BP1-3-IMPO;Impôts, taxes, cotis;;;Personnel;11157719.0;11157719.0;11157718.41;11157718.41
2021;ARS Hauts de France;DG;Masse Salariale s pl;BP1-4-CAS;CAS pensions;;;Personnel;7845990.0;7845990.0;7845520.53;7845520.53
2021;ARS Hauts de France;DG;MS hors FIR;BP8-1-AGIR;AGIRR PATHOS;;;Fonctionnement;0.0;0.0;0.0;
2021;ARS Hauts de France;DG;MS hors FIR;BP8-1-AGIR;AGIRR PATHOS;;;Intervention;1000.0;1000.0;1000.0;1000.0
2021;ARS Hauts de France;DG;MS hors FIR;BP8-1-AGIR;AGIRR PATHOS;;;Personnel;75000.0;75000.0;61714.03;61714.03
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-1-APPL;Applicatifs et logic;;;Fonctionnement;263656.0;146700.0;244958.11;128222.54
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-1-APPL;Applicatifs et logic;;;Investissement;12500.0;28575.0;12494.41;28142.21
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-2-BURE;Bureautique;;;Fonctionnement;84000.0;117900.0;81301.13;117541.16
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-2-BURE;Bureautique;;;Investissement;314415.0;301925.0;307732.96;301924.05
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-3-INFR;Infrastruct, réseaux;;;Fonctionnement;67950.0;36500.0;67098.71;35725.71
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-3-INFR;Infrastruct, réseaux;;;Investissement;138161.0;129500.0;138161.0;5396.4
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-4-TELE;Téléphonie;;;Fonctionnement;179710.0;173710.0;172097.63;172097.63
2021;ARS Hauts de France;DG;réseaux, téléc,infor;BP6-4-TELE;Téléphonie;;;Investissement;0.0;0.0;0.0;0.0
2021;ARS Hauts de France;DG;SP hors FIR;BP7-7-CTY;Dispositif COUTY;;;Fonctionnement;19800.0;19800.0;15471.59;15471.59
2021;ARS Hauts de France;DG;SP hors FIR;BP7-7-CTY;Dispositif COUTY;;;Personnel;100000.0;100000.0;5745.62;5745.62
2021;ARS Hauts de France;DG;SP hors FIR;BP7-8-COV;COVID19;;;Fonctionnement;247672.0;288062.0;217182.16;218503.14
2021;ARS Hauts de France;DG;SP hors FIR;BP7-8-COV;COVID19;;;Personnel;377662.0;377662.0;377661.52;377661.52
2021;ARS Hauts de France;FIR;BA DEMOC SANITAIRE;MI5-1;Attentes utilisateur;MI5-1-1;Formation rep usager;Fonctionnement;6883.0;9353.0;2470.1;2983.71
2021;ARS Hauts de France;FIR;BA DEMOC SANITAIRE;MI5-1;Attentes utilisateur;MI5-1-1;Formation rep usager;Intervention;175763.0;175763.0;80324.0;80324.0
